14171,Fundamentos de Programación,1,1,12,A,FB,1417,
14172,Análisis y Diseño de Datos y Algoritmos,2,1,12,A,OB,1417,https://www.lsi.us.es/docencia/pagina_asignatura.php?id=92
14173,Diseño y Pruebas,3,1,12,A,OB,1417,https://www.lsi.us.es/docencia/pagina_asignatura.php?id=100
14174,Evolución y Gestión de la Configuración,4,1,6,C,OB,1417,https://www.lsi.us.es/docencia/pagina_asignatura.php?id=111
